"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pseudoduganella sp. S-14",115.276913942838,4.64926174375945,2.75251616706451,1.68909516296058,0.0912011946673154,0.192900856104165
"Elizabethkingia anophelis",4.08051521669981,-5.11586513226111,3.02931356129962,-1.68878692441014,0.0912602704887416,0.192900856104165
"Trichoderma breve",1313.43302357244,3.30381856475622,1.96208231204637,1.68383280582682,0.0922139852160717,0.193997346256453
"Dactylosporangium sp. CA-052675",5.09784876851584,-5.06420506869616,3.0237613795179,-1.67480314518191,0.0939728615968912,0.19676946606673
"Plasmodium relictum",37.8519627736612,4.3785775969215,2.67286764694638,1.63815728097267,0.101388888430619,0.211305814205868
"Debaryomyces hansenii",3.58616448157,-4.93785441937919,3.02854223272944,-1.63043934669816,0.103008674447845,0.213683110715066
"Cellulomonas sp. NTE-D12",3.33000987574357,-4.83116501330813,3.02908885178695,-1.59492350660433,0.110729342337196,0.228635586492543
"Leishmania panamensis",6.12165347511217,-4.7819235499792,3.01921260532249,-1.58383134117461,0.113232105070751,0.232725893371222
"Methylocaldum marinum",2.90420464178171,4.79713684029354,3.04338091652229,1.57625252042892,0.114967619014138,0.23520898201975
"Desulfobulbus oligotrophicus",3.45542510917113,-4.76193488655735,3.0325180218262,-1.57029071295995,0.116347493777415,0.236945124313823
"Pararhizobium gei",5.7907522526233,4.68589196075668,3.02720097207349,1.54792892972252,0.121639408526707,0.246360514542853
"Theileria equi",53.9098808040112,2.43839073064888,1.57710278429206,1.54612036383123,0.122075501600831,0.246360514542853
"Plasmodium coatneyi",43.7162793187228,3.53630102390268,2.32553128059679,1.52064220911928,0.128349648450742,0.25785560004068
"Penicillium digitatum",16.1146186079679,4.47798455477061,2.96140420813504,1.51211528047049,0.130504538211437,0.261009076422874
"Ensifer sp. PDNC004",210.946246530733,4.46133748568459,2.95790364354239,1.50827681470438,0.131483694634501,0.261793427709766
"Parvularcula sp. IMCC14364",2.48931826438433,4.57966164433437,3.0468051883847,1.50310287700486,0.132812517048931,0.263263922683659
"Plasmodium gaboni",4.72793491531634,4.54607759161271,3.02995740721663,1.50037673162832,0.133516843358419,0.26348899176042
"Alistipes finegoldii",2.6896233611775,-4.523780503688,3.03090609908919,-1.49255052970708,0.13555488106463,0.266332497598347
"Gramella sp. MT6",2.56154605826429,-4.45357942986728,3.03137739588558,-1.46916033480754,0.141789306027854,0.2769931090922
"Nocardioides sp. TF02-7",17.410469823688,4.43889936350769,3.02881896645552,1.46555453220181,0.142769685795873,0.2769931090922
"uncultured Acetobacteroides sp.",10.0067234263418,4.32458226407303,2.95136505995699,1.46528205634312,0.142843980025126,0.2769931090922
"Cellulomonas persica",4.27526029576478,4.41816827364554,3.03223701312173,1.45706561015063,0.145098270173906,0.280146443712389
"Antarcticirhabdus aurantiaca",2.43346875535107,-4.37978520490566,3.03189775011964,-1.44456890234271,0.148579012960329,0.285529619700929
"Nannocystis punicea",2.96226347359704,-4.37358962201353,3.031991829073,-1.44248067559955,0.149166819260799,0.285529619700929
"Cystobacter fuscus",2.34469528331598,-4.32744506529235,3.03488488898326,-1.42590089034386,0.153896952396488,0.293324960550572
"Mesomycoplasma hyorhinis",8.53882132095823,-4.28426208396681,3.01488673575016,-1.42103583300976,0.155306342516314,0.294751611754366
"Pantoea vagans",8.43175146113431,-4.27433636327172,3.01499153894528,-1.41769431458073,0.15628003070266,0.29534276988723
"Truepera radiovictrix",4.52367661187706,4.27983920789039,3.0342295902454,1.41051923745304,0.158386420142615,0.298060520605933
"Candidatus Pelagisphaera phototrophica",37.1145434495073,3.05339576630782,2.18559205331579,1.39705658321528,0.162396556430845,0.304322958689735
"Piscirickettsia salmonis",16.5084129047892,-3.37380857602597,2.42157094669655,-1.39323135695382,0.16354984039587,0.304538030348154
"Pseudarthrobacter sp. BIM B-2242",159.171280653996,-3.16043336630232,2.27018156725738,-1.39215004292386,0.163876967003491,0.304538030348154
"Bremia lactucae",19.7479297465546,-3.49256418290462,2.51791380214036,-1.38708647608816,0.165415395335452,0.306121437010836
"Roseburia hominis",8.94835648903314,4.20439716845215,3.04539904999,1.38057348131962,0.167410141758264,0.307290974644869
"Prevotella sp.",3.57109977646234,4.19231039562593,3.03675289994782,1.38052404451411,0.167425351656285,0.307290974644869
"Corallococcus exiguus",2.11327549806804,-4.17686683482209,3.03347108293683,-1.37692653749588,0.16853496157588,0.308059806814929
"Archangium violaceum",11.7783422886041,-2.85244229828712,2.09217688863018,-1.36338486185779,0.172761249483037,0.313910916912331
"Huiozyma naganishii",2.04923684661143,-4.13261657250246,3.03384399098836,-1.36217174804567,0.173143689597384,0.313910916912331
"Streptomyces harbinensis",6.55802891421557,-4.07650229967302,3.01722854809679,-1.35107507922938,0.17667138350212,0.319009866566581
"Porphyrobacter sp. ULC335",1.98519819515482,-4.08696505417616,3.03424064921779,-1.34694822417258,0.177996908545827,0.320107343594511
"Podospora pseudopauciseta",451.039526700232,3.63720178638051,2.73211270759815,1.33127808976008,0.183097524834791,0.327348209359671
"Clostridium sp. MD294",5.96549759107939,-4.02134163832215,3.03488240211306,-1.32504034934674,0.185157768857255,0.327348209359671
"Kwoniella bestiolae",137.298635882568,-2.81673834069695,2.12710159448175,-1.32421429611275,0.18543188423821,0.327348209359671
"Spirosoma linguale",3.11842515691078,4.02473249412729,3.04055397216907,1.32368395067697,0.185608030833365,0.327348209359671
"Candida dubliniensis",2.60951492079354,-4.01172986994068,3.03131676131568,-1.32342812903508,0.18569304252914,0.327348209359671
"Pyricularia pennisetigena",3.05273471004584,-3.97929947463672,3.02722222959112,-1.31450523709129,0.188676236857294,0.330972142687455
"Streptomyces sp. NBC_00035",58.1877851683624,-3.20016123496114,2.4375650556198,-1.31285162116317,0.189232951536549,0.330972142687455
"Cerasibacillus sp. JNUCC 74",2.91723643711008,3.94310039939163,3.04255854498587,1.29598176701969,0.19498176661498,0.339694796524536
"Horticoccus luteus",5.92170650009546,3.94756047003288,3.05364691349859,1.29273638434842,0.19610224923696,0.340317522022118
"Leishmania enriettii",136.990251685472,-2.37752314601523,1.84706323528638,-1.28719098544918,0.198027728492621,0.341151316393517
"Opitutus terrae",83.9338396505443,2.12135372682681,1.64836054438249,1.2869476487145,0.198112535753186,0.341151316393517
"Haloglomus salinum",1.72904358932839,-3.88836514756062,3.03611679843482,-1.28070341350674,0.200297860350452,0.34264072329817
"Hyphococcus sp.",1.92891575024924,-3.88400000542385,3.04075776336213,-1.27731319219896,0.201491698000543,0.34264072329817
"Aspergillus chevalieri",639.850567446529,3.70633029731064,2.90789030458341,1.27457706759733,0.202458978645114,0.34264072329817
"Streptomyces sp. GD-15H",2.76634489725956,3.87848650356554,3.044220898525,1.27404897109956,0.202646061360423,0.34264072329817
"Fulvia fulva",84.8405259552293,-2.61859724564396,2.05807425741208,-1.27235314090985,0.203247675300846,0.34264072329817
"Verrucosispora sp. TAA-831",205.368611169164,-1.81726576714563,1.42934415271556,-1.27139832887207,0.203586976847567,0.34264072329817
"Microcoleus anatoxicus",2.71604771730939,3.8562453566146,3.04480911652182,1.26649822995134,0.205334762740355,0.344283098429317
"Synechocystis sp. LKSZ1",1.66500493787179,-3.8341247948193,3.036674688691,-1.26260636646333,0.206730678776751,0.345325403499741
"Zygosaccharomyces rouxii",5.15661656178049,-3.8203103782289,3.03711447576786,-1.2578750023122,0.208436965443984,0.346876442492601
"Actinomadura formosensis",1.64979976781542,-3.80711268439976,3.04141385206183,-1.25175752777572,0.210658230697802,0.348842247345862
"Glycocaulis alkaliphilus",5.05550643311812,-3.79307563467643,3.03744075913663,-1.24877353517656,0.211747916182942,0.348842247345862
"Gordonia pseudamarae",4.73736520007637,3.8120269240869,3.058793387456,1.24625185202763,0.212671948187666,0.348842247345862
"Streptomyces sp. NBC_00445",4.41663171773702,-3.76480656912752,3.02139815400618,-1.24604781535847,0.21274684143066,0.348842247345862
"Chitinophaga sancti",1.60096628641518,-3.77776330341674,3.03727653793253,-1.24379958697744,0.213573332449851,0.348914674991331
"Yarrowia lipolytica",1.59480644222158,-3.75967302793759,3.04203888322571,-1.23590564495051,0.216493638495246,0.352394754630947
"Schleiferilactobacillus harbinensis",4.8532861757934,-3.73700121521056,3.03813165834938,-1.23003267647752,0.218684868709422,0.354667096161462
"Hyphobacterium sp.",57.7181016909766,3.30994092919026,2.72162511852405,1.21616342627866,0.223922672960219,0.361846058479195
"Chimaeribacter sp. YP20170169",1.5844665091333,-3.67046724958241,3.04473490235189,-1.20551291567196,0.228005355050825,0.367113315352592
"Imperialibacter roseus",3.81621085561707,3.67861048088243,3.06447812419257,1.20040357013534,0.229982643008793,0.368964959647201
"Kribbella sp. CA-247076",7.66592898871126,3.63492780825556,3.05535582326114,1.18969050366638,0.234168059195702,0.374333169897072
"Alteromonas sp. M12",2.21307591780765,3.61088648580746,3.0518800136916,1.18316790621125,0.236742609603732,0.377097156725945
"Parolsenella catena",17.5553888589151,-3.1541389959964,2.71835179617039,-1.16031302513528,0.245921383317638,0.390323619073547
"Amycolatopsis mongoliensis",2.06218437795713,3.52752165336414,3.05454308837722,1.15484429300953,0.248154195139223,0.391323371027919
"Synechococcus sp. MIT S9452",109.895909085365,2.66628187286563,2.30952187893692,1.15447352856122,0.248306085203814,0.391323371027919
"Cryptococcus gattii",139.513243323077,-3.42229192706075,2.97011766539861,-1.15224119466036,0.249221974062136,0.391383804337016
"Vairimorpha necatrix",1.31983981425234,-3.4953812362362,3.04587799557226,-1.14757755934984,0.251142998116165,0.391648596201022
"Priestia megaterium",3.05149100498194,-3.47273116292073,3.0261653454118,-1.14756821473288,0.25114685765357,0.391648596201022
"Microbulbifer sp. SAOS-129_SWC",5.30718160756933,3.4699364945578,3.0614122032165,1.13344308581252,0.257028229150465,0.39875450041658
"Methanospirillum lacunae",2.35576182039028,3.46070019903599,3.05623883121554,1.13233958147819,0.257491695336267,0.39875450041658
"Marinomonas vaga",1.26484648865849,-3.43606621274239,3.04682908629707,-1.12775154608963,0.25942486180275,NA
"Agrobacterium tumefaciens",45.8238842389828,2.97916325895793,2.68183682270141,1.11086671408927,0.266625724880022,0.411470841856367
"Buchnera aphidicola",1.81069847820626,3.37567203330005,3.05976767034538,1.10324455873443,0.269920975701859,0.415119845389755
"Streptomyces sp. SX92",2.48937424090632,-3.31169841655792,3.0292170029287,-1.09325228709469,0.27428304547762,0.42037882571484
"Pseudonocardia sp. Cha107L01",2.38230438108239,-3.27690934176772,3.02992043390059,-1.08151663162625,0.279467366570985,0.426857690036504
"Spiractinospora alimapuensis",2.27523452125846,-3.24051463939617,3.03067405177759,-1.06923891650292,0.284962027012984,0.432289333495888
"Pseudolabrys sp. FHR47",2.27523452125846,-3.24051463939617,3.03067405177759,-1.06923891650292,0.284962027012984,0.432289333495888
"Klebsiella pneumoniae",4670.34812063312,1.30681663891095,1.22688750105973,1.06514789480061,0.286809008366305,0.432765454026983
"Bdellovibrio sp. HAGR004",1.60950975840556,3.26044406602258,3.06361411483123,1.06424763165781,0.287216534511182,0.432765454026983
"Leishmania sp. Ghana 2012 LV757",2.19493212639052,-3.21207086591445,3.03127592671778,-1.05964318114466,0.289306960935048,0.434447490158355
"Kineothrix sedimenti",1.55921257845539,3.23441068138099,3.06439185436927,1.05548207771447,0.291204902025407,0.435830155380308
"Desulfosarcina alkanivorans",11.2303684269527,2.93036282882004,2.7875349692204,1.05123805124482,0.293149270970411,0.43727282559466
"Nocardia sp. CA-151230",1.50891539850522,3.20754549739597,3.06520893872557,1.04643616846869,0.295359701238478,0.43910142250787
"Wolbachia endosymbiont (group A) of Lypha dubia",2.06109480161061,-3.16226076657131,3.03235794503685,-1.04283888112453,0.297022920375056,0.44010705145274
"Cellulomonas sp. KU4C",2.03432733665463,-3.15191070290504,3.03258735379826,-1.03934704435054,0.298643362948598,0.441042847268459
"Clostridium botulinum",1.90049001187472,-3.09801625955765,3.03380797150383,-1.02116425583192,0.307176624083199,0.450065651210295
"Aeoliella mucimassa",1.35802385865469,3.12137432162109,3.06793254338973,1.01741947630058,0.308953920710453,0.450065651210295
"Streptomyces luteireticuli",1.87372254691873,-3.08678151432638,3.03406803329906,-1.01737386256629,0.308975611105057,0.450065651210295
"Pantoea ananatis",3.03330385987088,-3.09868551459481,3.04812643060774,-1.01658693795618,0.309349970592002,0.450065651210295
"Molluscipoxvirus molluscum",1.72776732337511,3.10905052669493,3.06532755639443,1.01426371880202,0.310456931285571,0.450065651210295
"Actinoplanes sp. CA-051413",1.84695508196275,-3.07538461583301,3.03433386277998,-1.01352875290243,0.310807669445675,0.450065651210295
"Schizosaccharomyces osmophilus",1.79342015205079,-3.05208571718786,3.03488368907838,-1.00566810127564,0.314575252560205,0.452452131872653
"Muricoccus radiodurans",1.79342015205079,-3.05208571718786,3.03488368907838,-1.00566810127564,0.314575252560205,0.452452131872653
"Pochonia chlamydosporia",104.561228760008,2.54792217097495,2.54418027604981,1.00147076642342,0.316599266448489,0.452452131872653
"Mycolicibacterium tokaiense",1.73988522213882,-3.02807720054303,3.0354593371498,-0.997568033109049,0.31848886856961,0.452452131872653
"Nocardioides ochotonae",1.73988522213882,-3.02807720054303,3.0354593371498,-0.997568033109049,0.31848886856961,0.452452131872653
"Capillimicrobium parvum",1.61978186566417,3.05911918035045,3.06691706438138,0.997457419334387,0.318542532304962,0.452452131872653
"Geothrix sp. 21YS21S-4",1.25742949875435,3.05857899122643,3.0700203310893,0.996273203878486,0.319117419704095,NA
"Glutamicibacter sp. X7",12.9679836655709,2.89012848790692,2.93029749928505,0.986291831669675,0.323989926937854,0.458728594965978
"Actinosynnema mirum",29.6068699622527,-2.64043928904702,2.71246917208838,-0.973444902606616,0.33033223128517,0.462665775864206
"Thiocystis violascens",1.156835138854,2.99068976651644,3.07238049003181,0.973411260818633,0.330348944446564,NA
"Streptomyces sp. GS7",1.57928043240293,-2.95133983720208,3.03736298569243,-0.971678344374525,0.331210593466249,0.462665775864206
"Actinomadura madurae",1.57928043240293,-2.95133983720208,3.03736298569243,-0.971678344374525,0.331210593466249,0.462665775864206
"Penicillium psychrofluorescens",40.0154117076818,-1.93628849428254,1.99751802649076,-0.969347194169864,0.332371989678261,0.462665775864206
"Puccinia triticina",95.5204527174154,-1.63176103128802,1.68481095311877,-0.968512834195108,0.33278831246666,0.462665775864206
"Serratia grimesii",15.484902145822,2.7618625628775,2.85287171077095,0.968099109556927,0.332994874556974,0.462665775864206
"Lodderomyces elongisporus",12.302867178975,-2.84659428247118,2.97414801390128,-0.957112513958986,0.338510467996464,0.468868536417462
"Seonamhaeicola sp. ABD4_340",1.47221057257901,-2.89570120799344,3.03880618314167,-0.952907501655706,0.340636938881955,0.470039610280028
"Alicyclobacillus sp. SO9",477.473788414329,1.25551461073446,1.32134132490395,0.950181900067134,0.34201983388406,0.470039610280028
"Candidatus Lariskella endosymbiont of Hedychridium roseum",1.05624077895365,2.9167945495813,3.07507733092582,0.948527219217324,0.342861122703931,NA
"Halomonas sp. JS92-SW72",1.44544310762302,-2.88115778000167,3.03919245683702,-0.948001095988565,0.343128896251189,0.470039610280028
"Nibribacter ruber",10.4958755917243,2.66414988899491,2.82492550947725,0.943086775228955,0.345636519571619,0.470039610280028
"Streptomyces sp. NBC_00536",1.41867564266704,-2.86634246261822,3.0395898853515,-0.943003026964856,0.345679354645402,0.470039610280028
"Dactylosporangium sp. CA-139114",1.41867564266704,-2.86634246261822,3.0395898853515,-0.943003026964856,0.345679354645402,0.470039610280028
"Babesia bovis",1.39190817771106,-2.85124297633598,3.03999904309568,-0.937909169021486,0.348291090752742,0.471174157261972
"Theileria parva",29.7061636995267,1.84777347700843,1.97147037299293,0.937256528082282,0.348626618601908,0.471174157261972
"Algiphilus sp.",1.24183276367586,2.85452484805028,3.07403099829583,0.928593384267356,0.353099851715546,NA
"Usitatibacter rugosus",1.24183276367586,2.85452484805028,3.07403099829583,0.928593384267356,0.353099851715546,NA
"Spirosoma radiotolerans",1.24183276367586,2.85452484805028,3.07403099829583,0.928593384267356,0.353099851715546,NA
"Candidozyma auris",92.033286164501,1.70635118382574,1.84572211062527,0.924489756070421,0.355231382534452,0.478650140816814
"Nakamurella sp. A5-74",1.31160578284311,-2.80413625163827,3.04130276539157,-0.922018117876285,0.356519125260668,0.478938342970657
"Thiohalobacter sp. IOR34",1.18784003482039,2.82045171518231,3.07531651590821,0.917125668396241,0.359076791849998,NA
"Streptomyces sp. CMB-StM0423",1.28483831788713,-2.78779008552954,3.04176498636352,-0.91650410141067,0.359402557273916,NA
"Arboribacterium acericorticis",1.25807085293115,-2.77109786012988,3.04224229835525,-0.910873490131948,0.362362035071162,NA
"Purpureocillium takamizusanense",125.670953739047,1.9132501248582,2.10233164639684,0.910061040149065,0.362790319562856,0.485899346922023
"Cutaneotrichosporon cavernicola",39.4973147920502,-1.99176616787968,2.21847649194105,-0.897808101692794,0.369287864679028,0.492390168151301
"Gorganvirus isfahan",2.32553295923434,-2.7401404381113,3.05558556055144,-0.896764428228541,0.369844633028443,0.492390168151301
"Nitratireductor aquimarinus",30.8437794852569,2.50775670910009,2.84049527126936,0.882858962824264,0.37731247825287,0.500837396728512
"Trichococcus flocculiformis",1.12423352815124,-2.68191386261587,3.0448863373085,-0.880792767123955,0.378429995264354,NA
"Jannaschia sp. M317",1.12423352815124,-2.68191386261587,3.0448863373085,-0.880792767123955,0.378429995264354,NA
"Zygotorulaspora mrakii",97.5228790866944,1.84744623062154,2.09910133171384,0.880112933430025,0.37879813339868,0.501317410966799
"Clostridium perfringens",1.0439311332833,-2.62314587164407,3.04671844893233,-0.8609741646995,0.389252272334196,NA
"Streptomyces sp. BBFR51",1.0439311332833,-2.62314587164407,3.04671844893233,-0.8609741646995,0.389252272334196,NA
"Vibrio sp. 16",1.0439311332833,-2.62314587164407,3.04671844893233,-0.8609741646995,0.389252272334196,NA
"Periweissella cryptocerci",1.01716366832731,-2.60254667078855,3.0473782362584,-0.854028108431983,0.393089415301043,NA
"Desulfocapsa sulfexigens",1.01716366832731,-2.60254667078855,3.0473782362584,-0.854028108431983,0.393089415301043,NA
"Fusarium fujikuroi",0.990396203371331,-2.58139578706823,3.04806536457328,-0.84689646654924,0.397052832157322,NA
"Hungatella sp. SB206",0.990396203371331,-2.58139578706823,3.04806536457328,-0.84689646654924,0.397052832157322,NA
"Puccinia striiformis",208.975488862153,-1.70337206926188,2.03714518170693,-0.836156443123319,0.403066898572399,0.528797421953318
"Neurospora crassa",40.1842725295991,-2.07161051453722,2.48093597582081,-0.835011678949852,0.403711132693476,0.528797421953318
"Pyrenophora tritici-repentis",260.570994210814,-1.2385627825062,1.48450258209798,-0.834328479749624,0.404095907422116,0.528797421953318
"Fusarium keratoplasticum",492.16728547629,2.25559930308184,2.70469232329143,0.833957816073116,0.404304755349959,0.528797421953318
"Caldilinea tarbellica",0.936861273459367,-2.53732414157946,3.04952949725596,-0.832037907441988,0.405387547986607,NA
"Alcanivorax sp.",0.936861273459367,-2.53732414157946,3.04952949725596,-0.832037907441988,0.405387547986607,NA
"Halorubrum trapanicum",0.936861273459367,-2.53732414157946,3.04952949725596,-0.832037907441988,0.405387547986607,NA
"Aspergillus fumigatus",113.314582459876,2.39803045554537,2.90683852880455,0.82496170041188,0.409393334982189,0.533887214625896
"Plasmodium chabaudi",0.910093808503385,-2.51433470402716,3.05031095383631,-0.824287996233608,0.409775937516534,NA
"Fibrobacter succinogenes",0.883326343547403,-2.49065803339757,3.05112872636954,-0.816307097066057,0.414324516302549,NA
"Verrucomicrobium spinosum",0.883326343547403,-2.49065803339757,3.05112872636954,-0.816307097066057,0.414324516302549,NA
"Giardia duodenalis",46.2752362364246,-2.14384423799926,2.65029415580487,-0.808908035096278,0.418568046750704,0.544260492276426
"Hypericibacter adhaerens",0.856558878591421,-2.46625193488303,3.05198568971221,-0.808081093956763,0.419043900437378,NA
"Porphyromonas sp. oral taxon 275",0.82979141363544,-2.4410716150747,3.05288501520856,-0.799595006989786,0.423945481284469,NA
"Streptacidiphilus sp. P02-A3a",0.803023948679458,-2.41506631037094,3.05383028043722,-0.790831869682414,0.429042109799913,NA
"Iamia sp. SCSIO 61187",0.776256483723476,-2.38817804468131,3.05482554523794,-0.781772317049057,0.434348392807213,NA
"Macellibacteroides fermentans",0.776256483723476,-2.38817804468131,3.05482554523794,-0.781772317049057,0.434348392807213,NA
"Paludibaculum fermentans",0.776256483723476,-2.38817804468131,3.05482554523794,-0.781772317049057,0.434348392807213,NA
"Aspergillus nidulans",0.749489018767494,-2.3603480296838,3.0558752615329,-0.772396720309778,0.439879495756033,NA
"Candida albicans",0.749489018767494,-2.3603480296838,3.0558752615329,-0.772396720309778,0.439879495756033,NA
"Saccharomyces paradoxus",0.749489018767494,-2.3603480296838,3.0558752615329,-0.772396720309778,0.439879495756033,NA
"Alkaliphilus oremlandii",0.749489018767494,-2.3603480296838,3.0558752615329,-0.772396720309778,0.439879495756033,NA
"Succinivibrio dextrinosolvens",0.749489018767494,-2.3603480296838,3.0558752615329,-0.772396720309778,0.439879495756033,NA
"Arcobacter porcinus",0.749489018767494,-2.3603480296838,3.0558752615329,-0.772396720309778,0.439879495756033,NA
"Coccidioides posadasii",226.724418973772,1.87895399844143,2.45853781956468,0.764256699038342,0.444714284056413,0.576577240375466
"Australozyma saopauloensis",0.722721553811512,-2.33150511818333,3.05698460020588,-0.762681342269866,0.445653460320946,NA
"Streptomyces sp. CA-111067",0.722721553811512,-2.33150511818333,3.05698460020588,-0.762681342269866,0.445653460320946,NA
"Pendulispora rubella",0.722721553811512,-2.33150511818333,3.05698460020588,-0.762681342269866,0.445653460320946,NA
"Fibrella aestuarina",5.38021361928525,-2.26154267932481,2.97907891088104,-0.759141582676633,0.447767866726967,0.578511954694238
"Rhizoctonia solani",52.2852550322958,-1.38888393799334,1.83371381788013,-0.757415865251519,0.448800754090149,0.578511954694238
"Lacticaseibacillus zeae",0.69595408885553,-2.30157557220718,3.05815930338967,-0.752601595886817,0.451689358356825,NA
"Leucobacter sp. CX169",0.69595408885553,-2.30157557220718,3.05815930338967,-0.752601595886817,0.451689358356825,NA
"Nocardioides terrisoli",0.69595408885553,-2.30157557220718,3.05815930338967,-0.752601595886817,0.451689358356825,NA
"Halobaculum sp. CBA1158",0.669186623899548,-2.27047200040214,3.05940604652589,-0.742128362784786,0.458009566853466,NA
"Leptothermofonsia sp. ETS-13",4.15452829626058,-2.21678915937202,2.9971039110167,-0.73964374449067,0.459516191029244,0.589776445113807
"Colletotrichum higginsianum",480.191227407911,1.08826585301433,1.47888916998672,0.73586707854795,0.461811594075994,0.589776445113807
"Symmachiella dynata",11.8546690201634,2.08457145344312,2.83633451308334,0.734952610077369,0.462368356043841,0.589776445113807
"Cryptococcus bacillisporus",25.0669019142846,-2.18574861656545,2.97706257395184,-0.734196397378382,0.462829048856127,0.589776445113807
"Talaromyces marneffei",23.5325916780723,2.12019083302243,2.91281574366851,0.727883608028079,0.466684838270179,0.592995549482905
"Venatoribacter cucullus",0.615651693987584,-2.20435400321349,3.06214704404128,-0.719872028191137,0.471603791753686,NA
"Gemmatimonas aurantiaca",0.615651693987584,-2.20435400321349,3.06214704404128,-0.719872028191137,0.471603791753686,NA
"Candidatus Uabimicrobium amorphum",0.615651693987584,-2.20435400321349,3.06214704404128,-0.719872028191137,0.471603791753686,NA
"Mycolicibacterium mageritense",27.0015965460909,-2.00963124718147,2.88334485350168,-0.696979150704387,0.485815841766278,0.614128140763465
"Malassezia restricta",93.9412138173664,1.99088181344944,2.85810918545446,0.696573043318803,0.486070030693953,0.614128140763465
"Stackebrandtia nassauensis",0.56211676407562,-2.13222650166521,3.06528379570397,-0.695604923972635,0.486676281675819,NA
"Cercospora beticola",517.482511961183,-1.75083460075153,2.53926350725519,-0.689504888228041,0.490505598155799,0.617981629314934
"Prosthecobacter fluviatilis",6.70542576802908,-1.92431494933586,2.97119645797703,-0.647656584326319,0.517207090652024,0.649786936424797
"Pontivivens nitratireducens",19.6889775830472,1.87307251593133,2.91469260820158,0.642631236879231,0.520463409259006,0.652041237442462
"Shewanella sp. NFH-SH190041",5.80918998979408,-1.89384422995599,2.97305925207327,-0.637001845366962,0.5241236415801,0.654787518612674
"Brettanomyces bruxellensis",49.7692535282944,-1.45627408843422,2.32109668958253,-0.627407765893693,0.530391978488164,0.659647113291611
"Remersonia thermophila",267.537683775081,-0.784124536781276,1.25189421996929,-0.626350472966085,0.531085087286139,0.659647113291611
"Drechmeria coniospora",150.090967033177,1.64982754344257,2.64281282186312,0.624269539558038,0.532450584719686,0.659647113291611
"Mycolicibacterium psychrotolerans",41.6698103908043,-1.81165393819517,2.96567800494857,-0.610873444511584,0.54128336646116,0.668732358564203
"Halapricum desulfuricans",23.2931659943814,1.6393727008297,2.69535733366366,0.608220913922898,0.543040965516701,0.669050471327206
"Acidocella aluminiidurans",28.310162978111,1.61501622870828,2.68489611523197,0.601519075373516,0.547494310540354,0.672678960057846
"Methanofollis aquaemaris",34.1901924950604,-1.54082794058754,2.75290602745698,-0.559709603313592,0.57567753093587,0.703998224711278
"Streptomyces purpurascens",169.399602729315,-1.44137652272554,2.59260031372478,-0.555957860181974,0.578239662551341,0.703998224711278
"Guillardia theta",14.1233542745982,-1.60806431748038,2.90251244400635,-0.554024952003568,0.579561769326672,0.703998224711278
"Kwoniella mangrovensis",74.2088388998039,-1.3755912296601,2.48426477861535,-0.553721665058108,0.579769345878445,0.703998224711278
"Desmodus rotundus endogenous retrovirus",224.389023557864,-0.68915291921059,1.248231438971,-0.552103478325063,0.580877458954597,0.703998224711278
"Plasmodium knowlesi",2096.82119474641,-0.691962838380511,1.29567476800313,-0.534055964867597,0.593302814704949,0.717108551106795
"Emcibacter sp.",14.0363879932048,1.46826144083141,2.77465441545904,0.52916912198181,0.596688134762831,0.717349161148479
"Zymoseptoria tritici",156.343652140102,1.53711718488244,2.90501678134948,0.52912506211699,0.596718696829789,0.717349161148479
"Amylibacter sp. IMCC11727",21.6291410511876,1.12940663926965,2.18948366509564,0.515832411666024,0.605971463112814,0.726514173516976
"Avian retrovirus IC10",3.45642381702746,-1.53389543046004,3.00592520303273,-0.510290618313611,0.609847874415609,0.72920147986424
"Fusarium falciforme",107.057644620832,1.16762999359693,2.51661584280219,0.463968307652708,0.642670451950054,0.766393105801402
"Aspergillus puulaauensis",141.961706956599,0.714733613317919,1.55739968793597,0.458927543683509,0.646286198583197,0.767755486895638
"Plasmodium vivax",2273.64249476354,0.611011879683363,1.34238849084056,0.45516769836187,0.648988597148384,0.767755486895638
"Lachancea thermotolerans",8.88595802564035,1.27148587866514,2.80922102794778,0.452611548189215,0.650828481696241,0.767755486895638
"Pichia kudriavzevii",56.0900545711409,0.841915229230704,1.86306778020351,0.451897262234195,0.651342996838735,0.767755486895638
"Cryptococcus depauperatus",55.140514001126,-1.18321573431607,2.63190588295368,-0.449566126957473,0.653023316968705,0.767755486895638
"Trichomonas vaginalis",23.4250172165645,0.975150880923599,2.18744685032414,0.445794091307454,0.655745990325049,0.767755486895638
"Bordetella sp. H567",54.8056699925666,1.21316660462358,2.73687885785162,0.443266460677724,0.657573012116124,0.767755486895638
"Lentilitoribacter sp. JB5-8",7.51459456292398,1.29389633877294,2.93282635460314,0.441177274863933,0.659084663731639,0.767755486895638
"Hydrogenophaga sp. NH-16",26.8114962939943,1.31779112563329,2.98905658505825,0.440871923342196,0.659305720809483,0.767755486895638
"Aspergillus luchuensis",246.813238861708,0.576217210705249,1.32361120956818,0.435337209703169,0.663317679761634,0.770415846806481
"Hymenobacter sp. DG25A",78.2048309252301,0.793110311855527,1.89398008859167,0.418753247002332,0.675396476626074,0.782407346948647
"Leishmania sp. Namibia",6.01642822625721,-1.25247671354906,3.0089098688515,-0.416255975798679,0.677222703461414,0.78249048120153
